transaction_id,date,product_id,quantity,unit_price,total_amount,customer_id
110,2023-11-23,21,2,149.99,299.98,CUST-6697
111,2023-11-23,28,7,6.99,48.93,CUST-8591
112,2023-11-23,16,25,34.99,874.75,CUST-7115
113,2023-11-23,12,19,8.99,170.81,CUST-7368
114,2023-11-23,12,27,8.99,242.73,CUST-4899
115,2023-11-23,3,20,12.99,259.8,CUST-4243
116,2023-11-23,19,6,89.99,539.94,CUST-3765
117,2023-11-23,20,6,29.99,179.94,CUST-6760
118,2023-11-23,2,11,89.99,989.89,CUST-2361
119,2023-11-23,7,13,299.99,3899.87,CUST-8207
120,2023-11-23,1,31,29.99,929.69,CUST-9490
121,2023-11-23,4,11,49.99,549.89,CUST-5210
122,2023-11-23,11,12,12.99,155.88,CUST-5061
123,2023-11-23,21,6,149.99,899.94,CUST-9456
124,2023-11-23,8,14,119.99,1679.86,CUST-5749
125,2023-11-23,2,13,89.99,1169.87,CUST-1658
126,2023-11-23,7,10,299.99,2999.9,CUST-4376
127,2023-11-23,22,3,199.99,599.97,CUST-4276
128,2023-11-23,8,25,119.99,2999.75,CUST-3814
129,2023-11-23,28,8,6.99,55.92,CUST-3573
130,2023-11-23,1,26,29.99,779.74,CUST-6736
131,2023-11-23,26,12,12.99,155.88,CUST-6395
132,2023-11-23,11,10,12.99,129.9,CUST-9474
133,2023-11-24,15,10,9.99,99.9,CUST-1042
134,2023-11-24,20,5,29.99,149.95,CUST-6697
135,2023-11-24,2,13,89.99,1169.87,CUST-9030
136,2023-11-24,15,7,9.99,69.93,CUST-6816
137,2023-11-24,16,9,34.99,314.91,CUST-3327
138,2023-11-24,10,9,4.99,44.91,CUST-8612
139,2023-11-24,18,6,499.99,2999.94,CUST-7513
140,2023-11-24,18,3,499.99,1499.97,CUST-2334
141,2023-11-24,6,30,129.99,3899.7,CUST-8113
142,2023-11-24,16,15,34.99,524.85,CUST-4311
143,2023-11-24,5,22,79.99,1759.78,CUST-7605
144,2023-11-24,20,7,29.99,209.93,CUST-3858
145,2023-11-24,16,26,34.99,909.74,CUST-6149
146,2023-11-24,19,3,89.99,269.97,CUST-8366
147,2023-11-24,18,5,499.99,2499.95,CUST-4097
148,2023-11-24,26,7,12.99,90.93,CUST-2971
149,2023-11-24,26,18,12.99,233.82,CUST-5801
150,2023-11-24,16,26,34.99,909.74,CUST-9093
151,2023-11-24,8,23,119.99,2759.77,CUST-4122
152,2023-11-24,1,34,29.99,1019.66,CUST-3870
153,2023-11-24,14,22,14.99,329.78,CUST-2891
154,2023-11-24,25,8,199.99,1599.92,CUST-4276
155,2023-11-24,7,14,299.99,4199.86,CUST-5414
156,2023-11-24,17,2,299.99,599.98,CUST-7230
157,2023-11-24,27,15,8.99,134.85,CUST-1640
158,2023-11-24,19,3,89.99,269.97,CUST-7075
159,2023-11-24,13,31,19.99,619.69,CUST-4358
160,2023-11-24,4,16,49.99,799.84,CUST-9277
161,2023-11-24,1,13,29.99,389.87,CUST-1231
162,2023-11-24,15,8,9.99,79.92,CUST-1032
163,2023-11-24,2,11,89.99,989.89,CUST-4873
164,2023-11-24,26,11,12.99,142.89,CUST-2932
165,2023-11-24,8,23,119.99,2759.77,CUST-4969
166,2023-11-24,10,8,4.99,39.92,CUST-4771
167,2023-11-24,14,14,14.99,209.86,CUST-8279
168,2023-11-24,3,19,12.99,246.81,CUST-8654
169,2023-11-24,8,27,119.99,3239.73,CUST-3616
170,2023-11-24,23,10,99.99,999.9,CUST-9026
171,2023-11-24,21,4,149.99,599.96,CUST-4784
172,2023-11-25,14,5,14.99,74.95,CUST-6948
173,2023-11-25,6,13,129.99,1689.87,CUST-9064
174,2023-11-25,11,11,12.99,142.89,CUST-8978
175,2023-11-25,1,17,29.99,509.83,CUST-1793
176,2023-11-25,16,14,34.99,489.86,CUST-5960
177,2023-11-25,19,3,89.99,269.97,CUST-9278
178,2023-11-26,19,1,89.99,89.99,CUST-5443
179,2023-11-26,3,5,12.99,64.95,CUST-5639
180,2023-11-26,11,13,12.99,168.87,CUST-1808
181,2023-11-27,8,22,119.99,2639.78,CUST-4221
182,2023-11-27,1,32,29.99,959.68,CUST-2972
183,2023-11-27,25,9,199.99,1799.91,CUST-6708
184,2023-11-27,19,2,89.99,179.98,CUST-4575
185,2023-11-27,12,13,8.99,116.87,CUST-7508
186,2023-11-27,15,13,9.99,129.87,CUST-7307
187,2023-11-27,23,16,99.99,1599.84,CUST-9272
188,2023-11-27,12,38,8.99,341.62,CUST-1389
189,2023-11-27,28,5,6.99,34.95,CUST-4282
190,2023-11-27,24,14,9.99,139.86,CUST-2729
191,2023-11-27,22,2,199.99,399.98,CUST-1621
192,2023-11-27,7,15,299.99,4499.85,CUST-7801
193,2023-11-27,4,6,49.99,299.94,CUST-6233
194,2023-11-27,22,5,199.99,999.95,CUST-1806
195,2023-11-27,26,13,12.99,168.87,CUST-6074
196,2023-11-27,19,6,89.99,539.94,CUST-8050
197,2023-11-27,13,32,19.99,639.68,CUST-5731
198,2023-11-28,11,21,12.99,272.79,CUST-6538
199,2023-11-28,20,6,29.99,179.94,CUST-1173
200,2023-11-28,28,10,6.99,69.9,CUST-9583
201,2023-11-28,10,11,4.99,54.89,CUST-2504
202,2023-11-28,26,19,12.99,246.81,CUST-9151
203,2023-11-28,26,15,12.99,194.85,CUST-2744
204,2023-11-28,14,21,14.99,314.79,CUST-9189
205,2023-11-28,13,32,19.99,639.68,CUST-5936
206,2023-11-28,10,7,4.99,34.93,CUST-1566
207,2023-11-28,12,25,8.99,224.75,CUST-9569
208,2023-11-28,14,12,14.99,179.88,CUST-7049
209,2023-11-28,23,19,99.99,1899.81,CUST-7207
210,2023-11-28,23,19,99.99,1899.81,CUST-8181
211,2023-11-28,24,11,9.99,109.89,CUST-5563
212,2023-11-28,3,21,12.99,272.79,CUST-2790
213,2023-11-28,13,29,19.99,579.71,CUST-5757
214,2023-11-28,15,10,9.99,99.9,CUST-9431
215,2023-11-28,17,5,299.99,1499.95,CUST-6545
216,2023-11-28,16,13,34.99,454.87,CUST-2140
217,2023-11-28,19,4,89.99,359.96,CUST-5610
218,2023-11-28,11,16,12.99,207.84,CUST-8059
219,2023-11-28,21,5,149.99,749.95,CUST-3194
220,2023-11-28,17,6,299.99,1799.94,CUST-5872
221,2023-11-28,22,2,199.99,399.98,CUST-9882
222,2023-11-28,24,18,9.99,179.82,CUST-5986
223,2023-11-28,3,16,12.99,207.84,CUST-2058
224,2023-11-28,10,12,4.99,59.88,CUST-1661
225,2023-11-28,15,16,9.99,159.84,CUST-3968
226,2023-11-28,5,26,79.99,2079.74,CUST-6501
227,2023-11-28,25,13,199.99,2599.87,CUST-3864
228,2023-11-28,22,2,199.99,399.98,CUST-2202
229,2023-11-28,17,5,299.99,1499.95,CUST-8091
230,2023-11-28,21,4,149.99,599.96,CUST-6315
231,2023-11-29,9,9,24.99,224.91,CUST-3826
232,2023-11-29,23,19,99.99,1899.81,CUST-3446
233,2023-11-29,1,19,29.99,569.81,CUST-7883
234,2023-11-29,19,5,89.99,449.95,CUST-9059
235,2023-11-29,13,20,19.99,399.8,CUST-7464
236,2023-11-29,3,14,12.99,181.86,CUST-5024
237,2023-11-29,16,10,34.99,349.9,CUST-2219
238,2023-11-29,14,10,14.99,149.9,CUST-1013
239,2023-11-29,25,10,199.99,1999.9,CUST-3830
240,2023-11-29,20,5,29.99,149.95,CUST-2274
241,2023-11-29,9,8,24.99,199.92,CUST-1660
242,2023-11-29,6,11,129.99,1429.89,CUST-1342
243,2023-11-29,24,13,9.99,129.87,CUST-3645
244,2023-11-29,28,4,6.99,27.96,CUST-9679
245,2023-11-29,28,10,6.99,69.9,CUST-1555
246,2023-11-29,1,16,29.99,479.84,CUST-6655
247,2023-11-29,18,4,499.99,1999.96,CUST-7911
248,2023-11-29,3,12,12.99,155.88,CUST-8709
249,2023-11-29,12,23,8.99,206.77,CUST-6026
250,2023-11-30,24,12,9.99,119.88,CUST-7219
251,2023-11-30,28,7,6.99,48.93,CUST-7749
252,2023-11-30,14,25,14.99,374.75,CUST-7559
253,2023-11-30,1,33,29.99,989.67,CUST-4689
254,2023-11-30,22,4,199.99,799.96,CUST-6696
255,2023-11-30,23,17,99.99,1699.83,CUST-9804
256,2023-11-30,21,4,149.99,599.96,CUST-1299
257,2023-11-30,24,15,9.99,149.85,CUST-5387
258,2023-11-30,8,30,119.99,3599.7,CUST-2819
259,2023-11-30,5,26,79.99,2079.74,CUST-8996
260,2023-11-30,13,20,19.99,399.8,CUST-1477
261,2023-11-30,27,15,8.99,134.85,CUST-6361
262,2023-11-30,21,5,149.99,749.95,CUST-5867
263,2023-11-30,4,6,49.99,299.94,CUST-7159
264,2023-11-30,3,18,12.99,233.82,CUST-4578
265,2023-11-30,2,21,89.99,1889.79,CUST-3022
266,2023-11-30,3,14,12.99,181.86,CUST-4189
267,2023-11-30,8,24,119.99,2879.76,CUST-5317
268,2023-11-30,21,6,149.99,899.94,CUST-9377
269,2023-11-30,1,20,29.99,599.8,CUST-1344
270,2023-11-30,12,21,8.99,188.79,CUST-7578
271,2023-11-30,13,16,19.99,319.84,CUST-2826
272,2023-11-30,7,13,299.99,3899.87,CUST-5741
273,2023-11-30,15,11,9.99,109.89,CUST-8845
274,2023-11-30,5,36,79.99,2879.64,CUST-5751
275,2023-11-30,21,3,149.99,449.97,CUST-6935
276,2023-11-30,23,9,99.99,899.91,CUST-7232
277,2023-11-30,13,20,19.99,399.8,CUST-9222
278,2023-11-30,11,15,12.99,194.85,CUST-8958
279,2023-11-30,2,15,89.99,1349.85,CUST-9849
280,2023-11-30,8,26,119.99,3119.74,CUST-8253
281,2023-11-30,11,22,12.99,285.78,CUST-6355
282,2023-11-30,20,8,29.99,239.92,CUST-3847
283,2023-11-30,1,29,29.99,869.71,CUST-7192
284,2023-11-30,18,3,499.99,1499.97,CUST-5768
285,2023-11-30,21,4,149.99,599.96,CUST-5247
286,2023-11-30,4,16,49.99,799.84,CUST-6806
287,2023-11-30,16,21,34.99,734.79,CUST-6874
288,2023-11-30,7,6,299.99,1799.94,CUST-7709
289,2023-11-30,6,11,129.99,1429.89,CUST-2282
290,2023-11-30,10,9,4.99,44.91,CUST-7941
291,2023-11-30,15,12,9.99,119.88,CUST-7722
292,2023-11-30,15,8,9.99,79.92,CUST-4320
293,2023-11-30,7,17,299.99,5099.83,CUST-2412
294,2023-11-30,27,12,8.99,107.88,CUST-8357
295,2023-11-30,27,5,8.99,44.95,CUST-7830
296,2023-12-01,1,15,29.99,449.85,CUST-4878
297,2023-12-01,13,27,19.99,539.73,CUST-9762
298,2023-12-01,28,5,6.99,34.95,CUST-3563
299,2023-12-01,1,12,29.99,359.88,CUST-9285
300,2023-12-01,2,18,89.99,1619.82,CUST-8902
301,2023-12-01,27,8,8.99,71.92,CUST-8406
302,2023-12-01,10,11,4.99,54.89,CUST-5898
303,2023-12-01,10,14,4.99,69.86,CUST-6553
304,2023-12-01,18,5,499.99,2499.95,CUST-9358
305,2023-12-01,8,26,119.99,3119.74,CUST-7455
306,2023-12-01,26,10,12.99,129.9,CUST-9909
307,2023-12-01,7,11,299.99,3299.89,CUST-1284
308,2023-12-02,18,1,499.99,499.99,CUST-7922
309,2023-12-02,14,7,14.99,104.93,CUST-4418
310,2023-12-02,4,6,49.99,299.94,CUST-4072
311,2023-12-02,25,4,199.99,799.96,CUST-9896
312,2023-12-03,9,11,24.99,274.89,CUST-3136
313,2023-12-03,12,19,8.99,170.81,CUST-3645
314,2023-12-03,13,15,19.99,299.85,CUST-2289
315,2023-12-03,3,10,12.99,129.9,CUST-7909
316,2023-12-03,5,24,79.99,1919.76,CUST-2487
317,2023-12-03,20,2,29.99,59.98,CUST-3590
318,2023-12-03,24,8,9.99,79.92,CUST-2822
319,2023-12-03,16,14,34.99,489.86,CUST-3064
320,2023-12-03,27,4,8.99,35.96,CUST-2206
321,2023-12-03,19,3,89.99,269.97,CUST-2694
322,2023-12-03,11,13,12.99,168.87,CUST-2807
323,2023-12-03,5,12,79.99,959.88,CUST-3640
324,2023-12-03,2,9,89.99,809.91,CUST-1577
325,2023-12-03,14,11,14.99,164.89,CUST-4976
326,2023-12-04,25,14,199.99,2799.86,CUST-4752
327,2023-12-04,24,13,9.99,129.87,CUST-3674
328,2023-12-04,1,13,29.99,389.87,CUST-2532
329,2023-12-04,11,9,12.99,116.91,CUST-3950
330,2023-12-04,20,7,29.99,209.93,CUST-9082
331,2023-12-04,12,35,8.99,314.65,CUST-2842
332,2023-12-04,7,6,299.99,1799.94,CUST-1222
333,2023-12-04,8,16,119.99,1919.84,CUST-8674
334,2023-12-04,13,33,19.99,659.67,CUST-8695
335,2023-12-04,2,22,89.99,1979.78,CUST-7956
336,2023-12-04,19,5,89.99,449.95,CUST-4724
337,2023-12-04,9,14,24.99,349.86,CUST-5345
338,2023-12-04,18,5,499.99,2499.95,CUST-2555
339,2023-12-04,8,15,119.99,1799.85,CUST-1938
340,2023-12-04,17,3,299.99,899.97,CUST-2121
341,2023-12-04,17,4,299.99,1199.96,CUST-9870
342,2023-12-04,3,11,12.99,142.89,CUST-8695
343,2023-12-04,17,4,299.99,1199.96,CUST-4966
344,2023-12-04,12,25,8.99,224.75,CUST-8953
345,2023-12-04,18,4,499.99,1999.96,CUST-4690
346,2023-12-04,8,17,119.99,2039.83,CUST-4802
347,2023-12-04,21,2,149.99,299.98,CUST-6998
348,2023-12-04,19,4,89.99,359.96,CUST-2619
349,2023-12-04,18,2,499.99,999.98,CUST-9423
350,2023-12-04,8,21,119.99,2519.79,CUST-9933
351,2023-12-04,11,13,12.99,168.87,CUST-7660
352,2023-12-04,9,16,24.99,399.84,CUST-2656
353,2023-12-04,27,12,8.99,107.88,CUST-9572
354,2023-12-04,7,12,299.99,3599.88,CUST-6737
355,2023-12-04,28,6,6.99,41.94,CUST-6384
356,2023-12-04,14,9,14.99,134.91,CUST-3856
357,2023-12-04,3,13,12.99,168.87,CUST-8031
358,2023-12-04,27,8,8.99,71.92,CUST-5057
359,2023-12-04,6,13,129.99,1689.87,CUST-6164
360,2023-12-04,7,6,299.99,1799.94,CUST-6801
361,2023-12-04,13,25,19.99,499.75,CUST-2897
362,2023-12-04,9,14,24.99,349.86,CUST-5306
363,2023-12-04,24,13,9.99,129.87,CUST-6549
364,2023-12-04,17,3,299.99,899.97,CUST-6082
365,2023-12-05,5,18,79.99,1439.82,CUST-4075
366,2023-12-05,27,7,8.99,62.93,CUST-6531
367,2023-12-05,22,4,199.99,799.96,CUST-4484
368,2023-12-05,12,39,8.99,350.61,CUST-8861
369,2023-12-05,27,11,8.99,98.89,CUST-3362
370,2023-12-05,12,36,8.99,323.64,CUST-5684
371,2023-12-05,17,3,299.99,899.97,CUST-4353
372,2023-12-05,19,3,89.99,269.97,CUST-2169
373,2023-12-05,9,7,24.99,174.93,CUST-1897
374,2023-12-05,16,17,34.99,594.83,CUST-9609
375,2023-12-05,23,15,99.99,1499.85,CUST-9206
376,2023-12-05,27,8,8.99,71.92,CUST-3113
377,2023-12-05,8,20,119.99,2399.8,CUST-2671
378,2023-12-05,14,13,14.99,194.87,CUST-8800
379,2023-12-05,4,11,49.99,549.89,CUST-2530
380,2023-12-05,18,5,499.99,2499.95,CUST-2731
381,2023-12-05,8,18,119.99,2159.82,CUST-8916
382,2023-12-05,19,6,89.99,539.94,CUST-2122
383,2023-12-05,8,20,119.99,2399.8,CUST-2947
384,2023-12-05,23,19,99.99,1899.81,CUST-3183
385,2023-12-05,6,29,129.99,3769.71,CUST-8445
386,2023-12-05,7,15,299.99,4499.85,CUST-9860
387,2023-12-05,28,5,6.99,34.95,CUST-9830
388,2023-12-05,18,2,499.99,999.98,CUST-6880
389,2023-12-05,12,14,8.99,125.86,CUST-9387
390,2023-12-05,28,9,6.99,62.91,CUST-8077
391,2023-12-05,12,20,8.99,179.8,CUST-8685
392,2023-12-05,12,13,8.99,116.87,CUST-2347
393,2023-12-05,21,2,149.99,299.98,CUST-4798
394,2023-12-05,5,23,79.99,1839.77,CUST-7601
395,2023-12-05,15,7,9.99,69.93,CUST-8595
396,2023-12-05,18,3,499.99,1499.97,CUST-5894
397,2023-12-06,17,3,299.99,899.97,CUST-9774
398,2023-12-06,28,10,6.99,69.9,CUST-2255
399,2023-12-06,16,13,34.99,454.87,CUST-9918
400,2023-12-06,9,20,24.99,499.8,CUST-4158
401,2023-12-06,5,26,79.99,2079.74,CUST-7778
402,2023-12-06,13,19,19.99,379.81,CUST-5473
403,2023-12-06,8,20,119.99,2399.8,CUST-2994
404,2023-12-06,21,3,149.99,449.97,CUST-2205
405,2023-12-06,20,7,29.99,209.93,CUST-4880
406,2023-12-06,26,12,12.99,155.88,CUST-6200
407,2023-12-06,3,9,12.99,116.91,CUST-9754
408,2023-12-06,16,23,34.99,804.77,CUST-9184
409,2023-12-06,1,33,29.99,989.67,CUST-8637
410,2023-12-06,13,29,19.99,579.71,CUST-3760
411,2023-12-06,20,7,29.99,209.93,CUST-7828
412,2023-12-06,21,2,149.99,299.98,CUST-5151
413,2023-12-06,16,19,34.99,664.81,CUST-6745
414,2023-12-06,11,10,12.99,129.9,CUST-3814
415,2023-12-06,17,4,299.99,1199.96,CUST-9687
416,2023-12-06,7,5,299.99,1499.95,CUST-1681
417,2023-12-07,16,15,34.99,524.85,CUST-2742
418,2023-12-07,12,22,8.99,197.78,CUST-4172
419,2023-12-07,16,15,34.99,524.85,CUST-7245
420,2023-12-07,17,3,299.99,899.97,CUST-4668
421,2023-12-07,19,5,89.99,449.95,CUST-2209
422,2023-12-07,14,12,14.99,179.88,CUST-9003
423,2023-12-07,6,18,129.99,2339.82,CUST-4024
424,2023-12-07,16,26,34.99,909.74,CUST-9619
425,2023-12-07,16,26,34.99,909.74,CUST-4081
426,2023-12-07,19,5,89.99,449.95,CUST-5573
427,2023-12-07,22,3,199.99,599.97,CUST-6402
428,2023-12-07,12,39,8.99,350.61,CUST-1387
429,2023-12-07,11,16,12.99,207.84,CUST-1743
430,2023-12-07,20,3,29.99,89.97,CUST-6561
431,2023-12-07,25,10,199.99,1999.9,CUST-9502
432,2023-12-07,25,6,199.99,1199.94,CUST-7603
433,2023-12-07,3,20,12.99,259.8,CUST-1157
434,2023-12-07,27,15,8.99,134.85,CUST-8040
435,2023-12-07,3,11,12.99,142.89,CUST-8356
436,2023-12-07,11,21,12.99,272.79,CUST-9050
437,2023-12-07,11,14,12.99,181.86,CUST-5369
438,2023-12-07,1,34,29.99,1019.66,CUST-8726
439,2023-12-07,18,4,499.99,1999.96,CUST-7431
440,2023-12-07,20,4,29.99,119.96,CUST-8499
441,2023-12-07,24,7,9.99,69.93,CUST-5318
442,2023-12-07,6,21,129.99,2729.79,CUST-4054
443,2023-12-07,13,27,19.99,539.73,CUST-4252
444,2023-12-07,28,11,6.99,76.89,CUST-1554
445,2023-12-07,2,8,89.99,719.92,CUST-5708
446,2023-12-07,27,8,8.99,71.92,CUST-9321
447,2023-12-08,22,3,199.99,599.97,CUST-9526
448,2023-12-08,9,15,24.99,374.85,CUST-2049
449,2023-12-08,18,4,499.99,1999.96,CUST-2437
450,2023-12-08,22,2,199.99,399.98,CUST-5638
451,2023-12-08,16,27,34.99,944.73,CUST-5382
452,2023-12-08,25,14,199.99,2799.86,CUST-9539
453,2023-12-08,17,2,299.99,599.98,CUST-9338
454,2023-12-08,21,3,149.99,449.97,CUST-2191
455,2023-12-08,28,5,6.99,34.95,CUST-1145
456,2023-12-08,8,21,119.99,2519.79,CUST-7895
457,2023-12-08,6,17,129.99,2209.83,CUST-3447
458,2023-12-08,6,16,129.99,2079.84,CUST-4915
459,2023-12-08,5,40,79.99,3199.6,CUST-6455
460,2023-12-08,21,3,149.99,449.97,CUST-2592
461,2023-12-08,28,11,6.99,76.89,CUST-8779
462,2023-12-08,18,6,499.99,2999.94,CUST-7973
463,2023-12-08,18,3,499.99,1499.97,CUST-2822
464,2023-12-08,7,13,299.99,3899.87,CUST-5610
465,2023-12-08,10,10,4.99,49.9,CUST-1998
466,2023-12-08,10,8,4.99,39.92,CUST-1258
467,2023-12-08,24,9,9.99,89.91,CUST-9013
468,2023-12-08,6,21,129.99,2729.79,CUST-2742
469,2023-12-08,4,16,49.99,799.84,CUST-4321
470,2023-12-08,27,6,8.99,53.94,CUST-9064
471,2023-12-08,14,9,14.99,134.91,CUST-7028
472,2023-12-08,6,32,129.99,4159.68,CUST-6427
473,2023-12-08,28,7,6.99,48.93,CUST-8555
474,2023-12-08,21,3,149.99,449.97,CUST-2288
475,2023-12-08,8,16,119.99,1919.84,CUST-3348
476,2023-12-08,13,14,19.99,279.86,CUST-2846
477,2023-12-08,26,7,12.99,90.93,CUST-8512
478,2023-12-08,16,10,34.99,349.9,CUST-2486
479,2023-12-08,20,5,29.99,149.95,CUST-9127
480,2023-12-08,14,19,14.99,284.81,CUST-4362
481,2023-12-08,26,12,12.99,155.88,CUST-4071
482,2023-12-08,11,10,12.99,129.9,CUST-9621
483,2023-12-08,13,24,19.99,479.76,CUST-3602
484,2023-12-08,7,6,299.99,1799.94,CUST-6671
485,2023-12-08,19,4,89.99,359.96,CUST-4935
486,2023-12-08,12,27,8.99,242.73,CUST-6884
487,2023-12-09,17,2,299.99,599.98,CUST-2588
488,2023-12-09,27,3,8.99,26.97,CUST-9230
489,2023-12-09,23,4,99.99,399.96,CUST-6684
490,2023-12-09,19,3,89.99,269.97,CUST-9422
491,2023-12-09,24,6,9.99,59.94,CUST-7932
492,2023-12-09,5,21,79.99,1679.79,CUST-9137
493,2023-12-10,9,10,24.99,249.9,CUST-7477
